iata,name,city,state,country,latitude,longitude,death
M08,William L. Whitehurst,Bolivar,TN,USA,35.21445944,-89.04336222,0.0
M09,Piedmont Municipal,Piedmont,MO,USA,37.12671694,-90.7128975,165.0
M11,Copiah County,Crystal Springs,MS,USA,31.90293639,-90.36870222,0.0
M13,Poplarville-Pearl River County,Poplarville,MS,USA,30.78602056,-89.50450694,385.0
M15,Perry County,Linden,TN,USA,35.59590306,-87.87669361,0.0
M16,John Bell Williams,Raymond,MS,USA,32.30334111,-90.40848333,0.0
M17,Bolivar Municipal,Bolivar,MO,USA,37.59693194,-93.34765,0.0
M18,Hope Municipal,Hope,AR,USA,33.72008889,-93.65884556,0.0
M19,Newport Municipal,Newport,AR,USA,35.63771778,-91.17637556,0.0
M21,Muhlenberg County,Greenville,KY,USA,37.22561111,-87.15752778,483.0
M22,Russellville Municipal,Russellville,AL,USA,34.44953972,-87.71030833,0.0
M23,James H. Easom,Newton,MS,USA,32.31181111,-89.13589194,0.0
M24,Dean Griffin Memorial,Wiggins,MS,USA,30.84324389,-89.15977333,315.0
M25,Mayfield-Graves County,Mayfield,KY,USA,36.76911111,-88.58472222,0.0
M27,Waldron Municipal,Waldron,AR,USA,34.87509944,-94.10993056,0.0
M29,Hassel,Clifton,TN,USA,35.38507528,-87.96752833,16.0
M30,Metropolis Municipal,Metropolis,IL,USA,37.18588722,-88.75061,0.0
M32,Lake Village Municipal,Lake Village,AR,USA,33.3459775,-91.31569833,0.0
M33,Sumner County Regional,Gallatin,TN,USA,36.37684472,-86.40875861,0.0
M34,Kentucky Dam State Park,Gilbertsville,KY,USA,37.00950028,-88.29586639,170.0
M36,Frank Federer Memorial,Brinkley,AR,USA,34.88000194,-91.1764375,229.0
M37,Ruleville-Drew,Drew,MS,USA,33.77639167,-90.52500833,0.0
M39,Mena Intermountain Municipal,Mena,AR,USA,34.54539444,-94.20265278,0.0
M40,Monroe County,Aberdeen-Amory,MS,USA,33.87374861,-88.48967833,464.0
M41,Holly Springs-Marshall County,Holly Springs,MS,USA,34.80434611,-89.5211075,0.0
M43,Prentiss-Jefferson Davis County,Prentiss,MS,USA,31.59544583,-89.90619056,384.0
M44,Houston Municipal,Houston,MS,USA,33.89177944,-89.02367194,302.0
M46,Colstrip,Colstrip,MT,USA,45.85285,-106.7092722,0.0
M48,Houston Memorial,Houston,MO,USA,37.33009167,-91.97316944,161.0
M52,Franklin-Wilkins,Lexington,TN,USA,35.65131944,-88.37893444,296.0
M53,Humboldt Municipal,Humboldt,TN,USA,35.80218,-88.87494944,0.0
M54,Lebanon Municipal,Lebanon,TN,USA,36.19041667,-86.31569444,0.0
M58,Monett Municipal,Monett,MO,USA,36.90621528,-94.01275833,212.0
M59,Richton-Perry County,Richton,MS,USA,31.31739944,-88.93504778,116.0
M60,Woodruff County,Augusta,AR,USA,35.27175278,-91.27040417,0.0
M65,Wynne Municipal,Wynne,AR,USA,35.23160167,-90.76155111,115.0
M70,Pocahontas Municipal,Pocahontas,AR,USA,36.24551111,-90.95520444,0.0
M72,New Albany-Union County,New Albany,MS,USA,34.54722222,-89.02416667,84.0
M73,Almyra Municipal,Almyra,AR,USA,34.41232833,-91.46634722,0.0
M75,Malta,Malta,MT,USA,48.36694167,-107.9193444,230.0
M76,Picayune Municipal,Picayune,MS,USA,30.48748472,-89.65119306,34.0
M77,Howard County,Nashville,AR,USA,33.99673833,-93.83813583,0.0
M78,Malvern Municipal,Malvern,AR,USA,34.33331583,-92.76149944,356.0
M79,John H Hooks Jr Memorial,Rayville,LA,USA,32.48633611,-91.77087528,0.0
M82,Madison County Executive,Huntsville,AL,USA,34.85645028,-86.55621472,0.0
M83,McCharen,West Point,MS,USA,33.58403556,-88.66668694,150.0
M89,Dexter B. Florence Memorial,Arkadelphia,AR,USA,34.09984639,-93.06611694,0.0
M91,Springfield-Robertson County,Springfield,TN,USA,36.53726194,-86.92068917,0.0
M95,Richard Arthur,Fayette,AL,USA,33.71221972,-87.81504639,317.0
M97,Tunica Municipal,Tunica,MS,USA,34.69232306,-90.35065389,39.0
M99,Saline County/Watts,Benton,AR,USA,34.55656472,-92.60693972,44.0
MAC,Herbert Smart Downtown,Macon,GA,USA,32.82213889,-83.56202778,21.0
MAE,Madera Municipal,Madera,CA,USA,36.9857175,-120.1119844,416.0
MAF,Midland International,Midland,TX,USA,31.94252778,-102.2019139,0.0
MAI,Marianna Municipal,Marianna,FL,USA,30.83780556,-85.18188889,0.0
MAL,Malone-Dufort,Malone,NY,USA,44.85365722,-74.32894972,415.0
MAO,Marion County,Marion,SC,USA,34.18116667,-79.33472222,0.0
MAW,Malden Municipal,Malden,MO,USA,36.60055694,-89.99220278,0.0
MAZ,Eugenio Maria De Hostos,Mayaguez,PR,USA,18.25569444,-67.14847222,65.0
MBG,Mobridge Municipal,Mobridge,SD,USA,45.54650361,-100.4079192,500.0
MBL,Manistee County Blacker,Manistee,MI,USA,44.27319722,-86.2490025,0.0
MBO,Bruce Campbell,Madison,MS,USA,32.43866444,-90.10309222,91.0
MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722,140.0
MBT,Murfreesboro Municipal,Murfreesboro,TN,USA,35.87748444,-86.37753222,0.0
MBY,Omar N Bradley,Moberly,MO,USA,39.46392583,-92.42759778,123.0
MCB,McComb-Pike County,McComb,MS,USA,31.17845444,-90.47187528,0.0
MCD,Mackinac Island,Mackinac Island,MI,USA,45.86493444,-84.63734444,0.0
MCE,Merced Municipal/MacReady,Merced,CA,USA,37.28472861,-120.5138858,342.0
MCG,McGrath,McGrath,AK,USA,62.95287361,-155.6057625,375.0
MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556,276.0
MCK,McCook Municipal,McCook,NE,USA,40.20638889,-100.5918056,329.0
MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083,409.0
MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778,0.0
MCW,Mason City Municipal,Mason City,IA,USA,43.1577925,-93.33126056,0.0
MCX,White County,Monticello,IN,USA,40.70881639,-86.76676139,290.0
MCZ,Martin County,Williamston,NC,USA,35.86219306,-77.17820278,263.0
MDD,Midland Airpark,Midland,TX,USA,32.03652444,-102.1010278,0.0
MDF,Mooreland Municipal,Mooreland,OK,USA,36.48475778,-99.19415778,0.0
MDH,Southern Illinois,Carbondale,IL,USA,37.77809583,-89.25203111,54.0
MDR,Medfra,Medfra,AK,USA,63.10577694,-154.7189806,201.0
MDS,Madison Municipal,Madison,SD,USA,44.01597222,-97.08593333,458.0
MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,0.0
MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444,56.0
MDZ,Taylor County,Medford,WI,USA,45.10097556,-90.30341,397.0
MEB,Laurinburg-Maxton,Maxton,NC,USA,34.79193917,-79.36584778,0.0
MEI,Key,Meridian,MS,USA,32.33313333,-88.75120556,0.0
MEJ,Meade Municipal,Meade,KS,USA,37.27938889,-100.3563056,0.0
MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667,0.0
MER,Castle,Atwater,CA,USA,37.38048056,-120.5681889,153.0
MEV,Minden-Tahoe,Minden,NV,USA,39.00030889,-119.7508064,78.0
MEY,Mapleton Municipal,Mapleton,IA,USA,42.178295,-95.79364528,228.0
MFD,Mansfield Lahm Municipal,Mansfield,OH,USA,40.82141667,-82.51663889,64.0
MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111,214.0
MFI,Marshfield Municipal,Marshfield,WI,USA,44.63687972,-90.18932667,125.0
MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978,482.0
MFV,Accomack County,Melfa,VA,USA,37.64688889,-75.76105556,40.0
MGC,Michigan City Municipal,Michigan City,IN,USA,41.70331694,-86.82124167,471.0
MGJ,Orange Cty,Montgomery,NY,USA,41.50998278,-74.26465056,442.0
MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611,423.0
MGR,Moultrie Municipal,Moultrie,GA,USA,31.08490917,-83.80325528,435.0
MGW,Morgantown Muni-Walter L. Bill Hart Fld.,Morgantown,WV,USA,39.6429075,-79.91631417,466.0
MGY,Dayton Wright Brothers,Dayton,OH,USA,39.58897222,-84.22486111,216.0
MHE,Mitchell Municipal,Mitchell,SD,USA,43.77483333,-98.03861111,265.0
MHK,Manhattan Regional,Manhattan,KS,USA,39.14096722,-96.67083278,83.0
MHL,Marshall Memorial Municipal,Marshall,MO,USA,39.09575472,-93.20287889,322.0
MHM,Minchumina,Minchumina,AK,USA,63.880565,-152.3006756,32.0
MHP,Metter Municipal,Metter,GA,USA,32.37388889,-82.07919444,338.0
MHR,Sacramento Mather,Sacramento,CA,USA,38.55389694,-121.2975908,331.0
MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,143.0
MHV,Mojave,Mojave,CA,USA,35.05936472,-118.1518561,181.0
MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556,0.0
MIB,Minot AFB,,,USA,48.415769,-101.358039,0.0
MIC,Crystal,Minneapolis,MN,USA,45.06198611,-93.3539375,0.0
MIE,Delaware County,Muncie,IN,USA,40.24234806,-85.39586,353.0
MIO,Miami Municipal,Miami,OK,USA,36.90922083,-94.88750028,0.0
MIT,Shafter-Minter,Shafter,CA,USA,35.50592944,-119.1915236,247.0
MIV,Millville Muni,Millville,NJ,USA,39.36780556,-75.07222222,0.0
MIW,Marshalltown Municipal,Marshalltown,IA,USA,42.11272639,-92.91778778,105.0
MJQ,Jackson Municipal,Jackson,MN,USA,43.65004111,-94.98654611,0.0
MJX,Robert J. Miller Airpark,Toms River,NJ,USA,39.92749806,-74.29237917,220.0
MKA,Miller Municipal,Miller,SD,USA,44.52524444,-98.95811444,183.0
MKC,Downtown,Kansas City,MO,USA,39.12324111,-94.592735,0.0
MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,88.0
MKG,Muskegon County,Muskegon,MI,USA,43.16948806,-86.23822306,244.0
MKJ,Mountain Empire,Marion,VA,USA,36.8948525,-81.349955,0.0
MKK,Molokai,Kaunakakai,HI,USA,21.15288583,-157.0962561,300.0
MKL,McKellar-Sipes Regional,Jackson,TN,USA,35.59987944,-88.91561611,0.0
MKO,Davis,Muskogee,OK,USA,35.65773028,-95.36164889,0.0
MKT,Mankato Regional,Mankato,MN,USA,44.22164528,-93.91874333,0.0
MKV,Marksville Municipal,Marksville,LA,USA,31.09466,-92.06906861,0.0
MKY,Marco Island,Marco Island,FL,USA,25.99502778,-81.67252778,419.0
MLB,Melbourne International,Melbourne,FL,USA,28.10275,-80.64580556,294.0
MLC,McAlester Regional,McAlester,OK,USA,34.88240194,-95.78346278,0.0
MLE,Millard,Omaha,NE,USA,41.196,-96.11227778,0.0
MLF,Milford Municipal,Milford,UT,USA,38.4266325,-113.0124564,0.0
MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917,68.0
MLJ,Baldwin County,Milledgeville,GA,USA,33.15419444,-83.24061111,0.0
MLL,Marshall,Marshall,AK,USA,61.8659225,-162.0690456,281.0
MLS,Frank Wiley,Miles City,MT,USA,46.42795972,-105.8862397,205.0
MLT,Millinocket Municipal,Millinocket,ME,USA,45.64783611,-68.68556194,441.0
MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778,0.0
MLY,Manley Hot Springs,Manley Hot Springs,AK,USA,64.99756472,-150.6441297,447.0
MMH,Mammoth Yosemite,Mammoth Lakes,CA,USA,37.62404861,-118.8377722,261.0
MMI,McMinn County,Athens,TN,USA,35.39730333,-84.56256861,251.0
MMK,Meriden-Markham Municipal,Meriden,CT,USA,41.50871472,-72.82947833,9.0
MML,Marshall Muni - Ryan,Marshall,MN,USA,44.45006611,-95.82234028,0.0
MMU,Morristown Municipal,Morristown,NJ,USA,40.79935,-74.41487472,391.0
MMV,McMinnville Muni,McMinnville,OR,USA,45.19444444,-123.1359444,51.0
MNF,Mountain View,Mountain View,MO,USA,36.99282694,-91.71445611,0.0
MNI,Clarendon County,Manning,SC,USA,33.58711111,-80.20866667,0.0
MNM,Menominee-Marinette Twin County,Menominee,MI,USA,45.12665028,-87.63844056,444.0
MNN,Marion Municipal,Marion,OH,USA,40.61625,-83.06347222,335.0
MNV,Monroe County,Madisonville,TN,USA,35.54537222,-84.380235,480.0
MNZ,Hamilton Municipal,Hamilton,TX,USA,31.66592639,-98.1486375,0.0
MO6,Washington Memorial,Washington,MO,USA,38.59163472,-90.99761444,134.0
MO85,Lawrence Smith Memorial,Harrisonville,MO,USA,38.61102222,-94.34213056,158.0
MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333,270.0
MOD,Modesto City-County-Harry Sham,Modesto,CA,USA,37.62581722,-120.9544214,105.0
MOP,Mount Pleasant Municipal,Mount Pleasant,MI,USA,43.62166833,-84.737485,0.0
MOR,Moore-Murrell,Morristown,TN,USA,36.17939639,-83.37544944,245.0
MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339,463.0
MOU,Mountain Village,Mountain Village,AK,USA,62.09536222,-163.6820594,9.0
MOX,Morris Municipal,Morris,MN,USA,45.56651667,-95.96763611,0.0
MPE,Philadelphia Municipal,Philadelphia,MS,USA,32.7995775,-89.12589472,251.0
MPJ,Petit Jean Park,Morrilton,AR,USA,35.13886306,-92.90919694,0.0
MPO,Pocono Mountains Muni,Mount Pocono,PA,USA,41.1374775,-75.37887833,123.0
MPR,McPherson,McPherson,KS,USA,38.35243722,-97.69133028,0.0
MPV,Edward F Knapp State,Barre-Montpelier,VT,USA,44.203505,-72.56232944,448.0
MPZ,Mount Pleasant Municipal,Mount Pleasant,IA,USA,40.94661389,-91.511075,481.0
MQB,Macomb Municipal,Macomb,IL,USA,40.52034556,-90.65246389,0.0
MQI,Dare County Regional,Manteo,NC,USA,35.91898806,-75.69553944,312.0
MQJ,Mount Comfort,Indianapolis,IN,USA,39.84348556,-85.89706389,0.0
MQT,Marquette County Airport,,,USA,46.353639,-87.395361,0.0
MQW,Telfair-Wheeler,McRae,GA,USA,32.09577778,-82.88002778,138.0
MQY,Smyrna,Smyrna,TN,USA,36.00897944,-86.52007667,206.0
MRB,Eastern Wv Reg/Shephard,Martinsburg,WV,USA,39.40193278,-77.98458139,0.0
MRC,Maury County,Columbia-Mt Pleasant,TN,USA,35.55413889,-87.17891667,0.0
MRF,Marfa Municipal,Marfa,TX,USA,30.37147222,-104.0166944,185.0
MRH,Michael J. Smith,Beaufort,NC,USA,34.73355028,-76.66059611,0.0
MRI,Merrill,Anchorage,AK,USA,61.21437861,-149.8461614,327.0
MRJ,Iowa County,Mineral Point,WI,USA,42.88532917,-90.23198583,176.0
MRN,Morganton-Lenoir,Morganton,NC,USA,35.82149222,-81.61073639,0.0
MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478,435.0
MSA,Mount Pleasant Municipal,Mount Pleasant,TX,USA,33.12936111,-94.97563889,0.0
MSL,Northwest Alabama Regional,Muscle Shoals,AL,USA,34.74532028,-87.61023222,276.0
MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,0.0
MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556,94.0
MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,395.0
MSS,Massena Int'l-Richards,Massena,NY,USA,44.93582722,-74.84554583,188.0
MSV,Sullivan Cty Intl,Monticello,NY,USA,41.70164917,-74.79501389,383.0
MSY,New Orleans International,New Orleans,LA,USA,29.99338889,-90.25802778,0.0
MTH,Florida Keys Marathon,Marathon,FL,USA,24.72614083,-81.05137806,105.0
MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333,342.0
MTM,Metlakatla SPB,Metlakatla,AK,USA,55.13104528,-131.5780675,436.0
MTN,Martin State,Baltimore,MD,USA,39.32566333,-76.41376556,222.0
MTO,Coles County Memorial,Mattoon-Charleston,IL,USA,39.47793722,-88.27923833,26.0
MTP,Montauk,Montauk,NY,USA,41.07694333,-71.92039972,69.0
MTV,Blue Ridge,Martinsville,VA,USA,36.63074861,-80.01834917,0.0
MTW,Manitowoc County,Manitowoc,WI,USA,44.1287725,-87.68058472,0.0
MUE,Waimea-Kohala,Kamuela,HI,USA,20.00132694,-155.6681072,21.0
MUT,Muscatine Municipal,Muscatine,IA,USA,41.36786333,-91.14821639,0.0
MVC,Monroe County,Monroeville,AL,USA,31.45805306,-87.35104028,0.0
MVE,Montevideo-Chippewa County,Montevideo,MN,USA,44.96905556,-95.71025,0.0
MVI,Monte Vista Muni,Monte Vista,CO,USA,37.52855833,-106.0460533,0.0
MVL,Morrisville-Stowe State,Morrisville,VT,USA,44.53460806,-72.61400444,217.0
MVM,Machias Valley,Machias,ME,USA,44.70311111,-67.47861111,269.0
MVN,Mt Vernon-Outland,Mt. Vernon,IL,USA,38.32335444,-88.85847917,0.0
MVY,Marthas Vineyard,Marthas Vineyard,MA,USA,41.39302583,-70.6143325,239.0
MWA,Williamson County,Marion,IL,USA,37.75313528,-89.01159694,352.0
MWC,Lawrence J Timmerman,Milwaukee,WI,USA,43.11092694,-88.03442194,0.0
MWH,Grant County,Moses Lake,WA,USA,47.20770806,-119.3201897,136.0
MWK,Mount Airy-Surry County,Mount Airy,NC,USA,36.459735,-80.55295722,0.0
MWL,Mineral Wells Municipal,Mineral Wells,TX,USA,32.78160556,-98.060175,213.0
MWM,Windom Municipal,Windom,MN,USA,43.91340167,-95.10940833,14.0
MWO,Hook Field Municipal,Middletown,OH,USA,39.53102778,-84.39527778,114.0
MXA,Manila Municipal,Manila,AR,USA,35.89444444,-90.15456944,0.0
MXO,Monticello Municipal,Monticello,IA,USA,42.22611111,-91.16708333,0.0
MYF,Montgomery,San Diego,CA,USA,32.81573306,-117.1395664,47.0
MYK,May Creek,May Creek,AK,USA,61.33567417,-142.686775,494.0
MYL,McCall,McCall,ID,USA,44.88879556,-116.1017497,144.0
MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333,0.0
MYU,Mekoryuk,Mekoryuk,AK,USA,60.37142,-166.2706083,93.0
MYV,Yuba County,Marysville,CA,USA,39.09777278,-121.569825,244.0
MYZ,Marysville Municipal,Marysville,KS,USA,39.85416833,-96.63021389,307.0
MZJ,Pinal Airpark,Marana,AZ,USA,32.50984389,-111.3253339,0.0
MZZ,Marion Municipal,Marion,IN,USA,40.49037278,-85.67914389,0.0
N00,Maben,Lexington,NY,USA,42.27230778,-74.39403667,374.0
N03,Cortland Cty-Chase,Cortland,NY,USA,42.59264528,-76.2148825,0.0
N04,Griswold,Madison,CT,USA,41.27118222,-72.54972972,104.0
N07,Lincoln Park,Lincoln Park,NJ,USA,40.94752444,-74.31450139,274.0
N10,Perkiomen Valley,Collegeville,PA,USA,40.20404833,-75.43026306,0.0
N12,Lakewood,Lakewood,NJ,USA,40.0667825,-74.17764167,422.0
N13,Bloomsburg Muni,Bloomsburg,PA,USA,40.99778111,-76.43605583,0.0
N14,Flying W,Lumbrerton,NJ,USA,39.93427778,-74.80725,335.0
N23,Sidney Muni,Sidney,NY,USA,42.30258,-75.41595639,0.0
N24,Questa Municipal Nr 2,Questa,NM,USA,36.80030556,-105.5975,0.0
N25,Westport,"Westport, NY",NY,USA,44.15838611,-73.43290444,136.0
N27,Bradford County,Towanda,PA,USA,41.74324028,-76.44457083,0.0
N29,Magdalena,Magdalena,NM,USA,34.09450778,-107.2978142,31.0
N30,Cherry Ridge,Honesdale,PA,USA,41.51533861,-75.25148139,0.0
N35,Punxsutawney Muni,Punxsutawney,PA,USA,40.96667472,-78.93000528,0.0
N37,Monticello,Monticello,NY,USA,41.62249167,-74.70141111,378.0
N38,Grand Canyon State,Wellsboro,PA,USA,41.72790028,-77.39651139,453.0
N40,Sky Manor,Pittstown,NJ,USA,40.56626889,-74.97864139,470.0
N47,Pottstown Muni,Pottstown,PA,USA,40.26040083,-75.67085306,191.0
N51,Solberg-Hunterdon,Readington,NJ,USA,40.58286278,-74.73656222,437.0
N53,Stroudsburg-Pocono,East Stroudsburg,PA,USA,41.03587167,-75.16067889,0.0
N57,New Garden Flying,Toughkenamon,PA,USA,39.83052639,-75.76974472,0.0
N66,Oneonta Muni,Oneonta,NY,USA,42.52476694,-75.06446167,0.0
N67,Wings,Ambler,PA,USA,40.13647333,-75.26702972,39.0
N68,Chambersburg Muni,Chambersburg,PA,USA,39.97295167,-77.64326778,37.0
N69,Stormville,Stormville,NY,USA,41.57698222,-73.73235278,374.0
N72,Warwick Muni,Warwick,NY,USA,41.28759361,-74.28709472,433.0
N73,Red Lion,Vincentown,NJ,USA,39.90415167,-74.74954917,64.0
N79,Northumberland Cty,Shamokin,PA,USA,40.83692306,-76.55245611,0.0
N81,Hammonton Muni,Hammonton,NJ,USA,39.66746889,-74.75773444,133.0
N82,Wurtsboro-Sullivan Cty,Wurtsboro,NY,USA,41.59720444,-74.45840722,416.0
N85,Alexandria,Pittstown,NJ,USA,40.58757389,-75.01942056,259.0
N87,Trenton-Robbinsville,Robbinsville,NJ,USA,40.21394333,-74.60179472,214.0
N89,Joseph Y. Resnick,Ellenville,NY,USA,41.72787111,-74.37737583,271.0
N93,New Golovin,Golovin,AK,USA,64.55305556,-163.0088889,205.0
N99,Brandywine,West Chester,PA,USA,39.99472222,-75.58333333,322.0
NC14,Rockingham County NC Shiloh,Reidsville,NC,USA,36.43722083,-79.85101,0.0
NC67,Ashe County,West Jefferson,NC,USA,36.43243111,-81.41968472,0.0
ND06,Cavalier Municipal,Cavalier,ND,USA,48.78388139,-97.62981028,0.0
ND12,Ellendale Municipal,Ellendale,ND,USA,46.01247194,-98.51287889,0.0
ND17,Harvey Municipal,Harvey,ND,USA,47.79123306,-99.93174222,84.0
ND26,Kenmare Municipal,Kenmare,ND,USA,48.66758278,-102.0475944,0.0
ND28,Lakota Municipal,Lakota,ND,USA,48.0313875,-98.32788111,0.0
ND29,La Moure Rott Municipal,La Moure (New Site),ND,USA,46.34663556,-98.28371,398.0
ND33,Linton Municipal,Linton,ND,USA,46.21830472,-100.2450028,393.0
ND44,Mott Municipal,Mott,ND,USA,46.359725,-102.3229389,0.0
ND66,Washburn Municipal,Washburn,ND,USA,47.35305,-101.0273681,2.0
NEW,Lakefront,New Orleans,LA,USA,30.04242056,-90.02825694,294.0
NH12,Plymouth Municipal,Plymouth,NH,USA,43.77923806,-71.75369056,36.0
NK03,Kamp,Durhamville,NY,USA,43.13472111,-75.64890417,0.0
NQA,Millington Municipal,Millington,TN,USA,35.35666667,-89.87027778,0.0
NRN,Norton Municipal,Norton,KS,USA,39.84914444,-99.89320583,0.0
NUL,Nulato,Nulato,AK,USA,64.72981944,-158.0731889,228.0
NVD,Nevada Municipal,Nevada,MO,USA,37.85206528,-94.30486472,274.0
NY0,Fulton Cty,Johnstown,NY,USA,42.99821222,-74.32955111,262.0
O02,Nervino,Beckwourth,CA,USA,39.82073556,-120.3543767,96.0
O05,Rogers,Chester,CA,USA,40.28235278,-121.2411683,35.0
O08,Colusa County,Colusa,CA,USA,39.17903,-121.9933611,322.0
O09,Round Valley,Covelo,CA,USA,39.79015444,-123.2664025,252.0
O11,Cherokee Nation,Stilwell,OK,USA,35.75703083,-94.64994417,238.0
O15,Turlock Municipal,Turlock,CA,USA,37.48743556,-120.6968669,57.0
O16,Garberville,Garberville,CA,USA,40.08597806,-123.8136397,320.0
O17,Nevada County  Air Park,Grass Valley,CA,USA,39.22402778,-121.0030833,327.0
O19,Kneeland,Eureka,CA,USA,40.7193,-123.9275531,80.0
O21,Hoopa,Hoopa,CA,USA,41.04290778,-123.6683894,37.0
O22,Columbia,Columbia,CA,USA,38.03042306,-120.4145556,250.0
O24,Lee Vining,Lee Vining,CA,USA,37.95825861,-119.1065375,88.0
O26,Lone Pine,Lone Pine,CA,USA,36.58826667,-118.0520314,88.0
O27,Oakdale,Oakdale,CA,USA,37.75634472,-120.8002089,73.0
O28,Ells Field-Willits Municipal,Willits,CA,USA,39.45129778,-123.3722844,36.0
O31,Healdsburg Municipal,Healdsburg,CA,USA,38.65352083,-122.8994397,352.0
O32,Reedley Municipal,Reedley,CA,USA,36.66633917,-119.4498483,45.0
O35,Hollis Municipal,Hollis,OK,USA,34.70839417,-99.90871194,0.0
O37,Haigh,Orland,CA,USA,39.72124194,-122.1466508,473.0
O41,Watts-Woodland,Woodland,CA,USA,38.67387639,-121.8720772,347.0
O42,Woodlake,Woodlake,CA,USA,36.39883833,-119.1073289,456.0
O43,Yerington Municipal,Yerington,NV,USA,39.00408444,-119.1579303,446.0
O45,Hooker Municipal,Hooker,OK,USA,36.85708306,-101.2270903,0.0
O46,Weed,Weed,CA,USA,41.47487,-122.4530739,319.0
O47,Prague Municipal,Prague,OK,USA,35.48201417,-96.71862944,0.0
O48,Little River,Little River,CA,USA,39.26203778,-123.7537347,457.0
O52,Sutter County,Yuba City,CA,USA,39.12655889,-121.6091328,246.0
O53,Medford Municipal,Medford,OK,USA,36.79058417,-97.74899722,0.0
O54,Lonnie Pool /Weaverville,Weaverville,CA,USA,40.7457,-122.92197,416.0
O57,Bryant,Bridgeport,CA,USA,38.26241917,-119.2257094,499.0
O59,Cedarville,Cedarville,CA,USA,41.55267139,-120.1663339,349.0
O60,Cloverdale Municipal,Cloverdale,CA,USA,38.7743525,-122.9922217,191.0
O61,Cameron Airpark,Cameron Park,CA,USA,38.68407028,-120.9871642,314.0
O65,Okeene Municipal,Okeene,OK,USA,36.11253667,-98.3086825,347.0
O68,Mariposa-Yosemite,Mariposa,CA,USA,37.51077,-120.0418439,489.0
O69,Petaluma Municipal,Petaluma,CA,USA,38.2578325,-122.6055406,390.0
O70,Westover Field Amador County,Jackson,CA,USA,38.37680111,-120.7939075,476.0
O81,Tulelake Municipal,Tulelake,CA,USA,41.88738,-121.3594331,35.0
O85,Benton,Redding,CA,USA,40.57487278,-122.4080642,250.0
O86,Trinity Center,Trinity Center,CA,USA,40.98320111,-122.6941889,2.0
O88,Rio Vista Municipal,Rio Vista,CA,USA,38.1935,-121.7023889,405.0
O89,Fall River Mills,Fall River Mills,CA,USA,41.01877417,-121.4333136,336.0
OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778,234.0
OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167,56.0
OAR,Marina Municipal,Marina,CA,USA,36.68190278,-121.7624492,231.0
OBE,Okeechobee County,Okeechobee,FL,USA,27.26282306,-80.84978306,0.0
